prefreeze	prefroze	V;PST	C075
refreeze	refroze	V;PST	C075
freeze	froze	V;PST	C075
unfreeze	unfroze	V;PST	C075
befreeze	befroze	V;PST	C075
enfreeze	enfroze	V;PST	C075
defreeze	defroze	V;PST	C075
undereat	underate	V;PST	C074
overeat	overate	V;PST	C074
uneat	unate	V;PST	C074
eat	ate	V;PST	C074
sleepeat	sleepate	V;PST	C074
miseat	misate	V;PST	C074
outeat	outate	V;PST	C074
surplus	surplussed	V;PST	C073
teargas	teargassed	V;PST	C073
degas	degassed	V;PST	C073
yes	yessed	V;PST	C073
res	ressed	V;PST	C073
outgas	outgassed	V;PST	C073
gas	gassed	V;PST	C073
superlie	superlay	V;PST	C072
forelie	forelay	V;PST	C072
belie	belay	V;PST	C072
mislie	mislay	V;PST	C072
forlie	forlay	V;PST	C072
lie	lay	V;PST	C072
overlie	overlay	V;PST	C072
underlie	underlay	V;PST	C072
prelight	prelit	V;PST	C071
light	lit	V;PST	C071
flashlight	flashlit	V;PST	C071
floodlight	floodlit	V;PST	C071
greenlight	greenlit	V;PST	C071
overlight	overlit	V;PST	C071
twilight	twilit	V;PST	C071
redlight	redlit	V;PST	C071
rebeget	rebegot	V;PST	C070
underget	undergot	V;PST	C070
beget	begot	V;PST	C070
misget	misgot	V;PST	C070
forget	forgot	V;PST	C070
misbeget	misbegot	V;PST	C070
overget	overgot	V;PST	C070
unforget	unforgot	V;PST	C070
overleave	overleft	V;PST	C069
beleave	beleft	V;PST	C069
forleave	forleft	V;PST	C069
leave	left	V;PST	C069
cleave	cleft	V;PST	C069
dreave	dreft	V;PST	C069
miscleave	miscleft	V;PST	C069
toreave	toreft	V;PST	C069
hang	hung	V;PST	C068
unhang	unhung	V;PST	C068
behang	behung	V;PST	C068
overhang	overhung	V;PST	C068
uphang	uphung	V;PST	C068
cliffhang	cliffhung	V;PST	C068
straphang	straphung	V;PST	C068
underhang	underhung	V;PST	C068
rif	riffed	V;PST	C067
bauf	bauffed	V;PST	C067
ref	reffed	V;PST	C067
crossref	crossreffed	V;PST	C067
smof	smoffed	V;PST	C067
chef	cheffed	V;PST	C067
coif	coiffed	V;PST	C067
indef	indeffed	V;PST	C067
rec	recced	V;PST	C066
respec	respecced	V;PST	C066
sic	sicced	V;PST	C066
tic	ticced	V;PST	C066
spec	specced	V;PST	C066
proc	procced	V;PST	C066
frac	fracced	V;PST	C066
twoc	twocced	V;PST	C066
abuy	abought	V;PST	C065
prebuy	prebought	V;PST	C065
rebuy	rebought	V;PST	C065
forebuy	forebought	V;PST	C065
outbuy	outbought	V;PST	C065
underbuy	underbought	V;PST	C065
forbuy	forbought	V;PST	C065
overbuy	overbought	V;PST	C065
buy	bought	V;PST	C065
bycatch	bycaught	V;PST	C064
becatch	becaught	V;PST	C064
outcatch	outcaught	V;PST	C064
recatch	recaught	V;PST	C064
catch	caught	V;PST	C064
miscatch	miscaught	V;PST	C064
flycatch	flycaught	V;PST	C064
overcatch	overcaught	V;PST	C064
uncatch	uncaught	V;PST	C064
awestrike	awestruck	V;PST	C063
unstrike	unstruck	V;PST	C063
restrike	restruck	V;PST	C063
strike	struck	V;PST	C063
airstrike	airstruck	V;PST	C063
misstrike	misstruck	V;PST	C063
outstrike	outstruck	V;PST	C063
counterstrike	counterstruck	V;PST	C063
overstrike	overstruck	V;PST	C063
upseek	upsought	V;PST	C062
beseek	besought	V;PST	C062
forseek	forsought	V;PST	C062
reseek	resought	V;PST	C062
outseek	outsought	V;PST	C062
misseek	missought	V;PST	C062
foreseek	foresought	V;PST	C062
underseek	undersought	V;PST	C062
seek	sought	V;PST	C062
inbring	inbrought	V;PST	C061
underbring	underbrought	V;PST	C061
outbring	outbrought	V;PST	C061
upbring	upbrought	V;PST	C061
fullbring	fullbrought	V;PST	C061
interbring	interbrought	V;PST	C061
forebring	forebrought	V;PST	C061
bring	brought	V;PST	C061
imbring	imbrought	V;PST	C061
forthbring	forthbrought	V;PST	C061
biospin	biospun	V;PST	C060
outspin	outspun	V;PST	C060
respin	respun	V;PST	C060
unspin	unspun	V;PST	C060
bespin	bespun	V;PST	C060
overspin	overspun	V;PST	C060
tailspin	tailspun	V;PST	C060
spin	spun	V;PST	C060
topspin	topspun	V;PST	C060
backspin	backspun	V;PST	C060
shine	shone	V;PST	C059
backshine	backshone	V;PST	C059
beshine	beshone	V;PST	C059
outshine	outshone	V;PST	C059
overstride	overstrode	V;PST	C059
updive	updove	V;PST	C059
overshine	overshone	V;PST	C059
intershine	intershone	V;PST	C059
bestride	bestrode	V;PST	C059
abide	abode	V;PST	C059
inweave	inwove	V;PST	C058
enweave	enwove	V;PST	C058
overheave	overhove	V;PST	C058
unweave	unwove	V;PST	C058
tocleave	toclove	V;PST	C058
steale	stole	V;PST	C058
forcleave	forclove	V;PST	C058
reweave	rewove	V;PST	C058
weave	wove	V;PST	C058
interweave	interwove	V;PST	C058
spaz	spazzed	V;PST	C057
fiz	fizzed	V;PST	C057
poz	pozzed	V;PST	C057
quiz	quizzed	V;PST	C057
whiz	whizzed	V;PST	C057
rez	rezzed	V;PST	C057
buz	buzzed	V;PST	C057
squiz	squizzed	V;PST	C057
requiz	requizzed	V;PST	C057
friz	frizzed	V;PST	C057
pus	pussed	V;PST	C056
offgas	offgassed	V;PST	C056
octopus	octopussed	V;PST	C056
debus	debussed	V;PST	C056
bus	bussed	V;PST	C056
dis	dissed	V;PST	C056
regas	regassed	V;PST	C056
nonpros	nonprossed	V;PST	C056
embus	embussed	V;PST	C056
nonplus	nonplussed	V;PST	C056
beteach	betaught	V;PST	C055
coteach	cotaught	V;PST	C055
teach	taught	V;PST	C055
reteach	retaught	V;PST	C055
unteach	untaught	V;PST	C055
overteach	overtaught	V;PST	C055
underteach	undertaught	V;PST	C055
microteach	microtaught	V;PST	C055
forteach	fortaught	V;PST	C055
misteach	mistaught	V;PST	C055
foreteach	foretaught	V;PST	C055
berede	bered	V;PST	C054
slide	slid	V;PST	C054
overslide	overslid	V;PST	C054
outslide	outslid	V;PST	C054
chide	chid	V;PST	C054
bechide	bechid	V;PST	C054
slite	slit	V;PST	C054
atrede	atred	V;PST	C054
rede	red	V;PST	C054
betide	betid	V;PST	C054
landslide	landslid	V;PST	C054
overrun	overran	V;PST	C053
showrun	showran	V;PST	C053
underrun	underran	V;PST	C053
uprun	upran	V;PST	C053
jayrun	jayran	V;PST	C053
prerun	preran	V;PST	C053
forerun	foreran	V;PST	C053
speedrun	speedran	V;PST	C053
outrun	outran	V;PST	C053
freerun	freeran	V;PST	C053
rerun	reran	V;PST	C053
autorun	autoran	V;PST	C053
outdo	outdid	V;PST	C052
misdo	misdid	V;PST	C052
undo	undid	V;PST	C052
underdo	underdid	V;PST	C052
do	did	V;PST	C052
overdo	overdid	V;PST	C052
wrongdo	wrongdid	V;PST	C052
foredo	foredid	V;PST	C052
redo	redid	V;PST	C052
bedo	bedid	V;PST	C052
fulldo	fulldid	V;PST	C052
fordo	fordid	V;PST	C052
abite	abit	V;PST	C051
unbite	unbit	V;PST	C051
underbite	underbit	V;PST	C051
rebite	rebit	V;PST	C051
beshite	beshit	V;PST	C051
frostbite	frostbit	V;PST	C051
bite	bit	V;PST	C051
backbite	backbit	V;PST	C051
crossbite	crossbit	V;PST	C051
forbite	forbit	V;PST	C051
forebite	forebit	V;PST	C051
overbite	overbit	V;PST	C051
outshoot	outshot	V;PST	C050
unshoot	unshot	V;PST	C050
shoot	shot	V;PST	C050
upshoot	upshot	V;PST	C050
overshoot	overshot	V;PST	C050
foreshoot	foreshot	V;PST	C050
backshoot	backshot	V;PST	C050
sharpshoot	sharpshot	V;PST	C050
gutshoot	gutshot	V;PST	C050
undershoot	undershot	V;PST	C050
atshoot	atshot	V;PST	C050
reshoot	reshot	V;PST	C050
troubleshoot	troubleshot	V;PST	C050
downfall	downfell	V;PST	C049
overfall	overfell	V;PST	C049
infall	infell	V;PST	C049
freefall	freefell	V;PST	C049
befall	befell	V;PST	C049
befal	befel	V;PST	C049
pratfall	pratfell	V;PST	C049
misfall	misfell	V;PST	C049
refall	refell	V;PST	C049
fall	fell	V;PST	C049
misbefall	misbefell	V;PST	C049
onfall	onfell	V;PST	C049
outfall	outfell	V;PST	C049
unthink	unthought	V;PST	C048
unbethink	unbethought	V;PST	C048
forthink	forthought	V;PST	C048
misthink	misthought	V;PST	C048
bethink	bethought	V;PST	C048
forethink	forethought	V;PST	C048
overthink	overthought	V;PST	C048
underthink	underthought	V;PST	C048
outthink	outthought	V;PST	C048
interthink	interthought	V;PST	C048
umbethink	umbethought	V;PST	C048
think	thought	V;PST	C048
rethink	rethought	V;PST	C048
afterthink	afterthought	V;PST	C048
upbear	upbore	V;PST	C047
withbear	withbore	V;PST	C047
overbear	overbore	V;PST	C047
talebear	talebore	V;PST	C047
inbear	inbore	V;PST	C047
forebear	forebore	V;PST	C047
outbear	outbore	V;PST	C047
misbear	misbore	V;PST	C047
downbear	downbore	V;PST	C047
rebear	rebore	V;PST	C047
unbear	unbore	V;PST	C047
offbear	offbore	V;PST	C047
underbear	underbore	V;PST	C047
forbear	forbore	V;PST	C047
misgo	miswent	V;PST	C046
togo	towent	V;PST	C046
go	went	V;PST	C046
bego	bewent	V;PST	C046
forthgo	forthwent	V;PST	C046
ongo	onwent	V;PST	C046
withgo	withwent	V;PST	C046
thoroughgo	thoroughwent	V;PST	C046
forgo	forwent	V;PST	C046
outgo	outwent	V;PST	C046
overgo	overwent	V;PST	C046
umbego	umbewent	V;PST	C046
undergo	underwent	V;PST	C046
forego	forewent	V;PST	C046
atgo	atwent	V;PST	C046
unsee	unsaw	V;PST	C045
looksee	looksaw	V;PST	C045
foresee	foresaw	V;PST	C045
resee	resaw	V;PST	C045
oversee	oversaw	V;PST	C045
outsee	outsaw	V;PST	C045
sightsee	sightsaw	V;PST	C045
aftersee	aftersaw	V;PST	C045
forsee	forsaw	V;PST	C045
see	saw	V;PST	C045
undersee	undersaw	V;PST	C045
insee	insaw	V;PST	C045
besee	besaw	V;PST	C045
missee	missaw	V;PST	C045
farsee	farsaw	V;PST	C045
unbid	unbid	V;PST	C044
rewed	rewed	V;PST	C044
overbid	overbid	V;PST	C044
outbid	outbid	V;PST	C044
counterbid	counterbid	V;PST	C044
rebid	rebid	V;PST	C044
shed	shed	V;PST	C044
miswed	miswed	V;PST	C044
bewed	bewed	V;PST	C044
spred	spred	V;PST	C044
unwed	unwed	V;PST	C044
overclad	overclad	V;PST	C044
clad	clad	V;PST	C044
underbid	underbid	V;PST	C044
bid	bid	V;PST	C044
forthcome	forthcame	V;PST	C043
rebecome	rebecame	V;PST	C043
intercome	intercame	V;PST	C043
undercome	undercame	V;PST	C043
upcome	upcame	V;PST	C043
forecome	forecame	V;PST	C043
downcome	downcame	V;PST	C043
become	became	V;PST	C043
unbecome	unbecame	V;PST	C043
fulcome	fulcame	V;PST	C043
misbecome	misbecame	V;PST	C043
miscome	miscame	V;PST	C043
disbecome	disbecame	V;PST	C043
oncome	oncame	V;PST	C043
come	came	V;PST	C043
overcome	overcame	V;PST	C043
override	overrode	V;PST	C042
beride	berode	V;PST	C042
forgnide	forgnode	V;PST	C042
tailride	tailrode	V;PST	C042
upride	uprode	V;PST	C042
hagride	hagrode	V;PST	C042
noseride	noserode	V;PST	C042
dickride	dickrode	V;PST	C042
ride	rode	V;PST	C042
overbide	overbode	V;PST	C042
atride	atrode	V;PST	C042
outstride	outstrode	V;PST	C042
stride	strode	V;PST	C042
outride	outrode	V;PST	C042
freeride	freerode	V;PST	C042
gnide	gnode	V;PST	C042
joyride	joyrode	V;PST	C042
yive	yave	V;PST	C041
misforgive	misforgave	V;PST	C041
overgive	overgave	V;PST	C041
foregive	foregave	V;PST	C041
caregive	caregave	V;PST	C041
giue	gaue	V;PST	C041
misgive	misgave	V;PST	C041
regive	regave	V;PST	C041
give	gave	V;PST	C041
upgive	upgave	V;PST	C041
thanksgive	thanksgave	V;PST	C041
ungive	ungave	V;PST	C041
unforgive	unforgave	V;PST	C041
forgive	forgave	V;PST	C041
belawgive	belawgave	V;PST	C041
outgive	outgave	V;PST	C041
begive	begave	V;PST	C041
gainstand	gainstood	V;PST	C040
overstand	overstood	V;PST	C040
astand	astood	V;PST	C040
againstand	againstood	V;PST	C040
outstand	outstood	V;PST	C040
atstand	atstood	V;PST	C040
withstand	withstood	V;PST	C040
bestand	bestood	V;PST	C040
reunderstand	reunderstood	V;PST	C040
forestand	forestood	V;PST	C040
misunderstand	misunderstood	V;PST	C040
understand	understood	V;PST	C040
stand	stood	V;PST	C040
forstand	forstood	V;PST	C040
offstand	offstood	V;PST	C040
upstand	upstood	V;PST	C040
unnerstand	unnerstood	V;PST	C040
underlead	underled	V;PST	C039
overlead	overled	V;PST	C039
forthlead	forthled	V;PST	C039
colead	coled	V;PST	C039
replead	repled	V;PST	C039
forlead	forled	V;PST	C039
cheerlead	cheerled	V;PST	C039
uplead	upled	V;PST	C039
outlead	outled	V;PST	C039
inlead	inled	V;PST	C039
aread	ared	V;PST	C039
forelead	foreled	V;PST	C039
belead	beled	V;PST	C039
onlead	onled	V;PST	C039
misplead	mispled	V;PST	C039
mislead	misled	V;PST	C039
offlead	offled	V;PST	C039
upmake	upmade	V;PST	C038
merrymake	merrymade	V;PST	C038
dressmake	dressmade	V;PST	C038
overmake	overmade	V;PST	C038
handmake	handmade	V;PST	C038
unmake	unmade	V;PST	C038
kingmake	kingmade	V;PST	C038
merrimake	merrimade	V;PST	C038
formake	formade	V;PST	C038
premake	premade	V;PST	C038
homemake	homemade	V;PST	C038
make	made	V;PST	C038
demake	demade	V;PST	C038
newmake	newmade	V;PST	C038
foremake	foremade	V;PST	C038
mismake	mismade	V;PST	C038
remake	remade	V;PST	C038
matchmake	matchmade	V;PST	C038
hold	held	V;PST	C037
inhold	inheld	V;PST	C037
underhold	underheld	V;PST	C037
handhold	handheld	V;PST	C037
taphold	tapheld	V;PST	C037
overwithhold	overwithheld	V;PST	C037
offhold	offheld	V;PST	C037
breathhold	breathheld	V;PST	C037
behold	beheld	V;PST	C037
withhold	withheld	V;PST	C037
onhold	onheld	V;PST	C037
unhold	unheld	V;PST	C037
outhold	outheld	V;PST	C037
mishold	misheld	V;PST	C037
overhold	overheld	V;PST	C037
uphold	upheld	V;PST	C037
stranglehold	strangleheld	V;PST	C037
underwithhold	underwithheld	V;PST	C037
forhold	forheld	V;PST	C037
horsesit	horsesat	V;PST	C036
outspit	outspat	V;PST	C036
babysit	babysat	V;PST	C036
dogsit	dogsat	V;PST	C036
birdiesit	birdiesat	V;PST	C036
plantsit	plantsat	V;PST	C036
birdsit	birdsat	V;PST	C036
besit	besat	V;PST	C036
oversit	oversat	V;PST	C036
puppysit	puppysat	V;PST	C036
resit	resat	V;PST	C036
withsit	withsat	V;PST	C036
petsit	petsat	V;PST	C036
atsit	atsat	V;PST	C036
pigsit	pigsat	V;PST	C036
housesit	housesat	V;PST	C036
catsit	catsat	V;PST	C036
birdysit	birdysat	V;PST	C036
sit	sat	V;PST	C036
outsit	outsat	V;PST	C036
missit	missat	V;PST	C036
bedeal	bedealt	V;PST	C035
lowp	lowpt	V;PST	C035
bemean	bemeant	V;PST	C035
forthleap	forthleapt	V;PST	C035
outleap	outleapt	V;PST	C035
redeal	redealt	V;PST	C035
interdeal	interdealt	V;PST	C035
unmean	unmeant	V;PST	C035
deal	dealt	V;PST	C035
daydream	daydreamt	V;PST	C035
bedream	bedreamt	V;PST	C035
underdeal	underdealt	V;PST	C035
mismean	mismeant	V;PST	C035
forelearn	forelearnt	V;PST	C035
uplean	upleant	V;PST	C035
overlean	overleant	V;PST	C035
outlean	outleant	V;PST	C035
beleap	beleapt	V;PST	C035
mean	meant	V;PST	C035
misdeal	misdealt	V;PST	C035
overdeal	overdealt	V;PST	C035
supersell	supersold	V;PST	C034
presell	presold	V;PST	C034
pretell	pretold	V;PST	C034
overtell	overtold	V;PST	C034
outtell	outtold	V;PST	C034
undersell	undersold	V;PST	C034
foretell	foretold	V;PST	C034
missell	missold	V;PST	C034
forthtell	forthtold	V;PST	C034
upsell	upsold	V;PST	C034
voluntell	voluntold	V;PST	C034
onsell	onsold	V;PST	C034
oversell	oversold	V;PST	C034
betell	betold	V;PST	C034
unsell	unsold	V;PST	C034
sell	sold	V;PST	C034
tell	told	V;PST	C034
retell	retold	V;PST	C034
resell	resold	V;PST	C034
untell	untold	V;PST	C034
mistell	mistold	V;PST	C034
outsell	outsold	V;PST	C034
finedraw	finedrew	V;PST	C033
umbedraw	umbedrew	V;PST	C033
indraw	indrew	V;PST	C033
undraw	undrew	V;PST	C033
counterdraw	counterdrew	V;PST	C033
updraw	updrew	V;PST	C033
bedraw	bedrew	V;PST	C033
misdraw	misdrew	V;PST	C033
draw	drew	V;PST	C033
todraw	todrew	V;PST	C033
roughdraw	roughdrew	V;PST	C033
outdraw	outdrew	V;PST	C033
downdraw	downdrew	V;PST	C033
withdraw	withdrew	V;PST	C033
overdraw	overdrew	V;PST	C033
wiredraw	wiredrew	V;PST	C033
underdraw	underdrew	V;PST	C033
deepdraw	deepdrew	V;PST	C033
adraw	adrew	V;PST	C033
redraw	redrew	V;PST	C033
foredraw	foredrew	V;PST	C033
forthdraw	forthdrew	V;PST	C033
undersling	underslung	V;PST	C032
hamstring	hamstrung	V;PST	C032
forsling	forslung	V;PST	C032
fling	flung	V;PST	C032
bestick	bestuck	V;PST	C032
restick	restuck	V;PST	C032
foind	found	V;PST	C032
slink	slunk	V;PST	C032
sting	stung	V;PST	C032
overswing	overswung	V;PST	C032
unstring	unstrung	V;PST	C032
string	strung	V;PST	C032
wring	wrung	V;PST	C032
unsling	unslung	V;PST	C032
unstick	unstuck	V;PST	C032
upswing	upswung	V;PST	C032
unring	unrung	V;PST	C032
outfling	outflung	V;PST	C032
upfling	upflung	V;PST	C032
restring	restrung	V;PST	C032
sling	slung	V;PST	C032
swing	swung	V;PST	C032
cling	clung	V;PST	C032
bowstring	bowstrung	V;PST	C032
screenwrite	screenwrote	V;PST	C031
copywrite	copywrote	V;PST	C031
skywrite	skywrote	V;PST	C031
forsmite	forsmote	V;PST	C031
bewrite	bewrote	V;PST	C031
inwrite	inwrote	V;PST	C031
typewrite	typewrote	V;PST	C031
ghostwrite	ghostwrote	V;PST	C031
bedrite	bedrote	V;PST	C031
rewrite	rewrote	V;PST	C031
write	wrote	V;PST	C031
sleepwrite	sleepwrote	V;PST	C031
drite	drote	V;PST	C031
enwrite	enwrote	V;PST	C031
handwrite	handwrote	V;PST	C031
unwrite	unwrote	V;PST	C031
freewrite	freewrote	V;PST	C031
overwrite	overwrote	V;PST	C031
offsmite	offsmote	V;PST	C031
outwrite	outwrote	V;PST	C031
prewrite	prewrote	V;PST	C031
miswrite	miswrote	V;PST	C031
forewrite	forewrote	V;PST	C031
smite	smote	V;PST	C031
underwrite	underwrote	V;PST	C031
cowrite	cowrote	V;PST	C031
mainswear	mainswore	V;PST	C030
uptear	uptore	V;PST	C030
reswear	reswore	V;PST	C030
outwear	outwore	V;PST	C030
forswear	forswore	V;PST	C030
foreswear	foreswore	V;PST	C030
betear	betore	V;PST	C030
unswear	unswore	V;PST	C030
beshear	beshore	V;PST	C030
outswear	outswore	V;PST	C030
miswear	miswore	V;PST	C030
swear	swore	V;PST	C030
wear	wore	V;PST	C030
forwear	forwore	V;PST	C030
totear	totore	V;PST	C030
overwear	overwore	V;PST	C030
abear	abore	V;PST	C030
tear	tore	V;PST	C030
babywear	babywore	V;PST	C030
manswear	manswore	V;PST	C030
toshear	toshore	V;PST	C030
fortear	fortore	V;PST	C030
rewear	rewore	V;PST	C030
misswear	misswore	V;PST	C030
forthbear	forthbore	V;PST	C030
beswear	beswore	V;PST	C030
retear	retore	V;PST	C030
todrive	todrove	V;PST	C029
arize	aroze	V;PST	C029
strive	strove	V;PST	C029
fordrive	fordrove	V;PST	C029
slive	slove	V;PST	C029
rearise	rearose	V;PST	C029
outrive	outrove	V;PST	C029
rerise	rerose	V;PST	C029
drive	drove	V;PST	C029
belive	belove	V;PST	C029
wardrive	wardrove	V;PST	C029
restrive	restrove	V;PST	C029
blive	blove	V;PST	C029
outdrive	outdrove	V;PST	C029
shrive	shrove	V;PST	C029
overdrive	overdrove	V;PST	C029
piledrive	piledrove	V;PST	C029
rise	rose	V;PST	C029
underdrive	underdrove	V;PST	C029
driue	droue	V;PST	C029
overrise	overrose	V;PST	C029
arise	arose	V;PST	C029
redrive	redrove	V;PST	C029
uprise	uprose	V;PST	C029
misdrive	misdrove	V;PST	C029
bedrive	bedrove	V;PST	C029
thrive	throve	V;PST	C029
withdrive	withdrove	V;PST	C029
codrive	codrove	V;PST	C029
bespeak	bespoke	V;PST	C028
outbreak	outbroke	V;PST	C028
misspeak	misspoke	V;PST	C028
upbreak	upbroke	V;PST	C028
jailbreak	jailbroke	V;PST	C028
outspeak	outspoke	V;PST	C028
farspeak	farspoke	V;PST	C028
bebreak	bebroke	V;PST	C028
bullspeak	bullspoke	V;PST	C028
unspeak	unspoke	V;PST	C028
break	broke	V;PST	C028
unbespeak	unbespoke	V;PST	C028
housebreak	housebroke	V;PST	C028
strikebreak	strikebroke	V;PST	C028
inbreak	inbroke	V;PST	C028
overbreak	overbroke	V;PST	C028
forspeak	forspoke	V;PST	C028
forthspeak	forthspoke	V;PST	C028
overspeak	overspoke	V;PST	C028
upspeak	upspoke	V;PST	C028
inspeak	inspoke	V;PST	C028
speak	spoke	V;PST	C028
tobreak	tobroke	V;PST	C028
halterbreak	halterbroke	V;PST	C028
unbreak	unbroke	V;PST	C028
underspeak	underspoke	V;PST	C028
forbreak	forbroke	V;PST	C028
rebreak	rebroke	V;PST	C028
respeak	respoke	V;PST	C028
forespeak	forespoke	V;PST	C028
withspeak	withspoke	V;PST	C028
caretake	caretook	V;PST	C027
atsake	atsook	V;PST	C027
betake	betook	V;PST	C027
uptake	uptook	V;PST	C027
wrongtake	wrongtook	V;PST	C027
shake	shook	V;PST	C027
beshake	beshook	V;PST	C027
withtake	withtook	V;PST	C027
retake	retook	V;PST	C027
overtake	overtook	V;PST	C027
forsake	forsook	V;PST	C027
ontake	ontook	V;PST	C027
overshake	overshook	V;PST	C027
foretake	foretook	V;PST	C027
toshake	toshook	V;PST	C027
mistake	mistook	V;PST	C027
reshake	reshook	V;PST	C027
outtake	outtook	V;PST	C027
unsake	unsook	V;PST	C027
reuptake	reuptook	V;PST	C027
unshake	unshook	V;PST	C027
partake	partook	V;PST	C027
withsake	withsook	V;PST	C027
intake	intook	V;PST	C027
entertake	entertook	V;PST	C027
atshake	atshook	V;PST	C027
fortake	fortook	V;PST	C027
offtake	offtook	V;PST	C027
undertake	undertook	V;PST	C027
take	took	V;PST	C027
forshake	forshook	V;PST	C027
foresing	foresang	V;PST	C026
swink	swank	V;PST	C026
forshrink	forshrank	V;PST	C026
unshrink	unshrank	V;PST	C026
overspring	oversprang	V;PST	C026
countersing	countersang	V;PST	C026
preshrink	preshrank	V;PST	C026
undersing	undersang	V;PST	C026
bedrink	bedrank	V;PST	C026
redrink	redrank	V;PST	C026
shrink	shrank	V;PST	C026
stink	stank	V;PST	C026
respring	resprang	V;PST	C026
spring	sprang	V;PST	C026
sing	sang	V;PST	C026
drink	drank	V;PST	C026
outsing	outsang	V;PST	C026
sink	sank	V;PST	C026
forsing	forsang	V;PST	C026
atspring	atsprang	V;PST	C026
drinck	dranck	V;PST	C026
outstink	outstank	V;PST	C026
unsing	unsang	V;PST	C026
countersink	countersank	V;PST	C026
upspring	upsprang	V;PST	C026
toswink	toswank	V;PST	C026
outring	outrang	V;PST	C026
besing	besang	V;PST	C026
outspring	outsprang	V;PST	C026
overdrink	overdrank	V;PST	C026
reshrink	reshrank	V;PST	C026
beswink	beswank	V;PST	C026
thring	thrang	V;PST	C026
undrink	undrank	V;PST	C026
outdrink	outdrank	V;PST	C026
oversing	oversang	V;PST	C026
quartersaw	quartersawed	V;PST	C025
behew	behewed	V;PST	C025
forthshow	forthshowed	V;PST	C025
overstraw	overstrawed	V;PST	C025
besew	besewed	V;PST	C025
unsew	unsewed	V;PST	C025
strow	strowed	V;PST	C025
instrew	instrewed	V;PST	C025
bestrew	bestrewed	V;PST	C025
sew	sewed	V;PST	C025
roadshow	roadshowed	V;PST	C025
resow	resowed	V;PST	C025
oversow	oversowed	V;PST	C025
resew	resewed	V;PST	C025
oversew	oversewed	V;PST	C025
overstrew	overstrewed	V;PST	C025
forehew	forehewed	V;PST	C025
presew	presewed	V;PST	C025
intersow	intersowed	V;PST	C025
foreshew	foreshewed	V;PST	C025
rehew	rehewed	V;PST	C025
foreshow	foreshowed	V;PST	C025
whipsaw	whipsawed	V;PST	C025
